side,firstblood,firstdragon,void_grubs,opp_void_grubs,firsttower,turretplates,opp_turretplates,golddiffat10,xpdiffat10,killsat10,opp_killsat10,golddiffat15,xpdiffat15,killsat15,opp_killsat15,result
0,0,0,1,5,0,2,5,-1374,-1386,3,6,-3945,-2488,5,10,0
1,0,0,5,0,0,5,8,-529,-1705,4,3,-1904,-2342,9,5,0
0,1,1,0,5,1,8,5,529,1705,3,4,1904,2342,5,9,1
1,1,1,0,6,0,8,5,-328,6,3,5,-218,598,4,7,0
0,0,0,6,0,1,5,8,328,-6,5,3,218,-598,7,4,1
1,0,0,0,0,1,7,3,87,-31,2,3,1214,-98,7,8,0
0,1,1,0,0,0,3,7,-87,31,3,2,-1214,98,8,7,1
1,1,1,6,0,1,8,7,1083,335,4,2,3399,551,8,4,1
0,0,0,0,6,0,7,8,-1083,-335,2,4,-3399,-551,4,8,0
1,0,0,5,1,1,5,0,740,-68,6,5,2384,1246,9,6,0
0,1,1,1,5,0,0,5,-740,68,5,6,-2384,-1246,6,9,1
1,1,0,4,2,1,3,5,-140,-633,2,2,-216,-1209,6,6,0
0,0,1,2,4,0,5,3,140,633,2,2,216,1209,6,6,1
1,1,1,4,2,1,5,2,381,-642,2,2,3819,930,5,4,1
0,0,0,2,4,0,2,5,-381,642,2,2,-3819,-930,4,5,0
1,0,0,0,6,0,5,12,-2714,-1754,5,8,-4456,-670,8,10,0
0,1,1,6,0,1,12,5,2714,1754,8,5,4456,670,10,8,1
1,1,0,6,0,1,9,4,3375,1180,9,5,5627,1754,14,8,1
0,0,1,0,6,0,4,9,-3375,-1180,5,9,-5627,-1754,8,14,0
1,0,0,3,3,0,2,5,-2419,-2122,5,9,-3909,-3063,7,13,1
0,1,1,3,3,1,5,2,2419,2122,9,5,3909,3063,13,7,0
1,0,1,0,4,1,7,4,-855,680,2,4,3478,3778,13,10,1
0,1,0,4,0,0,4,7,855,-680,4,2,-3478,-3778,10,13,0
1,1,0,6,0,1,10,7,335,-533,3,5,-248,-1266,4,6,0
0,0,1,0,6,0,7,10,-335,533,5,3,248,1266,6,4,1
1,0,0,1,2,0,3,4,1150,545,8,5,-2172,-2402,9,11,0
0,1,1,2,1,1,4,3,-1150,-545,5,8,2172,2402,11,9,1
1,1,1,6,0,1,2,2,2212,43,5,0,2722,111,5,0,1
0,0,0,0,6,0,2,2,-2212,-43,0,5,-2722,-111,0,5,0
1,0,0,4,1,0,3,3,680,-355,3,2,914,-426,6,4,1
0,1,1,1,4,1,3,3,-680,355,2,3,-914,426,4,6,0
1,0,0,6,0,1,10,3,1997,1461,6,4,5183,3584,11,5,1
0,1,1,0,6,0,3,10,-1997,-1461,4,6,-5183,-3584,5,11,0
1,1,1,4,2,1,6,3,604,-379,2,1,3194,1133,4,1,0
0,0,0,2,4,0,3,6,-604,379,1,2,-3194,-1133,1,4,1
1,0,1,0,6,0,1,2,-1204,-1050,0,2,-3293,-2635,2,7,0
0,1,0,6,0,1,2,1,1204,1050,2,0,3293,2635,7,2,1
1,1,0,0,1,1,14,2,5489,2890,15,5,9867,4235,28,12,1
0,0,1,1,0,0,2,14,-5489,-2890,5,15,-9867,-4235,12,28,0
1,0,0,5,1,1,4,5,-400,287,2,2,-185,463,2,4,0
0,1,1,1,5,0,5,4,400,-287,2,2,185,-463,4,2,1
1,1,0,3,3,0,7,9,1436,231,5,2,-1140,-569,8,7,0
0,0,1,3,3,1,9,7,-1436,-231,2,5,1140,569,7,8,1
1,1,0,3,3,0,3,6,1240,-200,1,1,-2610,-3514,4,8,0
0,0,1,3,3,1,6,3,-1240,200,1,1,2610,3514,8,4,1
1,1,0,6,0,1,5,3,807,-511,2,1,1769,-124,3,3,1
0,0,1,0,6,0,3,5,-807,511,1,2,-1769,124,3,3,0
1,1,0,6,0,1,14,2,4127,3895,6,2,10396,6567,15,7,1
0,0,1,0,6,0,2,14,-4127,-3895,2,6,-10396,-6567,7,15,0
1,1,0,6,0,0,7,5,644,1461,1,0,490,2069,3,2,1
0,0,1,0,6,1,5,7,-644,-1461,0,1,-490,-2069,2,3,0
1,1,1,1,5,1,5,3,1005,-469,6,2,223,-904,7,5,0
0,0,0,5,1,0,3,5,-1005,469,2,6,-223,904,5,7,1
1,0,0,6,0,1,7,4,-865,263,1,4,-526,-152,1,6,0
0,1,1,0,6,0,4,7,865,-263,4,1,526,152,6,1,1
1,1,1,5,1,1,5,3,381,-893,4,1,2763,1303,10,4,1
0,0,0,1,5,0,3,5,-381,893,1,4,-2763,-1303,4,10,0
1,1,1,0,6,0,6,6,1448,813,5,2,-1052,-855,6,8,0
0,0,0,6,0,1,6,6,-1448,-813,2,5,1052,855,8,6,1
1,1,0,3,3,0,4,6,1920,-1493,3,1,-291,-5536,5,6,0
0,0,1,3,3,1,6,4,-1920,1493,1,3,291,5536,6,5,1
1,0,0,6,0,0,9,7,-120,-486,10,10,2194,1208,16,13,0
0,1,1,0,6,1,7,9,120,486,10,10,-2194,-1208,13,16,1
1,1,1,5,1,1,7,0,2944,1883,6,2,3839,1290,10,5,1
0,0,0,1,5,0,0,7,-2944,-1883,2,6,-3839,-1290,5,10,0
1,0,0,6,0,0,3,9,395,-755,5,4,-1988,-1722,9,10,0
0,1,1,0,6,1,9,3,-395,755,4,5,1988,1722,10,9,1
1,1,1,3,3,0,3,7,824,288,7,4,-624,-44,9,7,1
0,0,0,3,3,1,7,3,-824,-288,4,7,624,44,7,9,0
1,1,0,6,0,1,13,1,4650,2706,7,4,11485,6392,13,6,1
0,0,1,0,6,0,1,13,-4650,-2706,4,7,-11485,-6392,6,13,0
1,0,0,5,1,1,10,1,955,681,3,1,1681,-290,4,5,1
0,1,1,1,5,0,1,10,-955,-681,1,3,-1681,290,5,4,0
1,0,1,3,3,0,2,3,-63,-502,3,2,-777,-2430,3,3,0
0,1,0,3,3,1,3,2,63,502,2,3,777,2430,3,3,1
1,1,0,6,0,1,15,1,3311,3162,8,5,10359,4672,15,8,1
0,0,1,0,6,0,1,15,-3311,-3162,5,8,-10359,-4672,8,15,0
1,1,1,3,3,1,10,9,2783,1607,6,1,7866,2828,12,2,1
0,0,0,3,3,0,9,10,-2783,-1607,1,6,-7866,-2828,2,12,0
1,1,0,6,0,1,15,5,3217,2637,8,4,10770,5588,18,9,1
0,0,1,0,6,0,5,15,-3217,-2637,4,8,-10770,-5588,9,18,0
1,0,1,2,1,1,9,3,310,1748,2,3,3265,3508,7,6,1
0,1,0,1,2,0,3,9,-310,-1748,3,2,-3265,-3508,6,7,0
1,1,1,2,4,0,3,5,27,-355,4,4,-685,-973,6,6,0
0,0,0,4,2,1,5,3,-27,355,4,4,685,973,6,6,1
1,0,0,1,5,0,2,4,-589,-1551,2,2,-1107,-1144,4,3,0
0,1,1,5,1,1,4,2,589,1551,2,2,1107,1144,3,4,1
1,0,0,5,1,0,1,5,-2184,-2676,3,6,-3797,-4311,4,8,0
0,1,1,1,5,1,5,1,2184,2676,6,3,3797,4311,8,4,1
1,0,1,6,0,1,10,2,1869,1894,4,2,3871,1214,7,6,1
0,1,0,0,6,0,2,10,-1869,-1894,2,4,-3871,-1214,6,7,0
1,1,0,2,4,1,7,6,173,-641,6,7,1444,-174,12,11,1
0,0,1,4,2,0,6,7,-173,641,7,6,-1444,174,11,12,0
1,0,0,6,0,1,3,5,-2407,-631,2,7,-2748,-2131,2,8,0
0,1,1,0,6,0,5,3,2407,631,7,2,2748,2131,8,2,1
1,0,0,3,3,0,6,6,-1594,-242,2,6,-454,1669,5,6,0
0,1,1,3,3,1,6,6,1594,242,6,2,454,-1669,6,5,1
1,0,0,6,0,0,3,10,729,-356,5,2,-635,-2004,7,4,1
0,1,1,0,6,1,10,3,-729,356,2,5,635,2004,4,7,0
1,1,0,0,0,0,5,4,698,494,3,2,-2446,-1524,3,7,0
0,0,1,0,0,1,4,5,-698,-494,2,3,2446,1524,7,3,1
1,1,0,1,0,0,3,10,-808,-334,3,2,-4987,-1587,7,11,1
0,0,1,0,1,1,10,3,808,334,2,3,4987,1587,11,7,0
1,1,1,0,6,0,7,9,-748,-188,2,2,124,1441,7,4,1
0,0,0,6,0,1,9,7,748,188,2,2,-124,-1441,4,7,0
1,0,0,6,0,0,4,9,-1321,-771,1,4,-2485,-1448,7,9,1
0,1,1,0,6,1,9,4,1321,771,4,1,2485,1448,9,7,0
1,1,1,5,0,1,6,4,1854,871,3,1,1908,1288,7,5,1
0,0,0,0,5,0,4,6,-1854,-871,1,3,-1908,-1288,5,7,0
1,0,0,4,2,1,1,3,-1709,-1321,1,3,-909,-1,4,4,0
0,1,1,2,4,0,3,1,1709,1321,3,1,909,1,4,4,1
1,1,0,5,1,1,10,2,1976,1554,4,2,6963,3685,9,4,1
0,0,1,1,5,0,2,10,-1976,-1554,2,4,-6963,-3685,4,9,0
1,1,0,6,0,1,12,0,3724,2307,4,0,6371,3778,6,0,1
0,0,1,0,6,0,0,12,-3724,-2307,0,4,-6371,-3778,0,6,0
1,1,1,0,1,0,2,1,-1650,-942,3,6,-717,-933,6,6,0
0,0,0,1,0,1,1,2,1650,942,6,3,717,933,6,6,1
1,1,0,6,0,1,5,4,2075,1810,7,6,3750,4491,11,7,1
0,0,1,0,6,0,4,5,-2075,-1810,6,7,-3750,-4491,7,11,0
1,0,0,5,1,0,2,1,-869,812,2,5,148,1850,5,8,1
0,1,1,1,5,1,1,2,869,-812,5,2,-148,-1850,8,5,0
1,0,1,2,4,1,10,1,944,719,1,1,2085,1901,5,4,1
0,1,0,4,2,0,1,10,-944,-719,1,1,-2085,-1901,4,5,0
1,1,0,6,0,1,7,2,863,724,4,3,3899,1555,8,4,1
0,0,1,0,6,0,2,7,-863,-724,3,4,-3899,-1555,4,8,0
1,0,0,4,2,1,8,3,-175,304,2,4,6623,5590,10,4,1
0,1,1,2,4,0,3,8,175,-304,4,2,-6623,-5590,4,10,0
1,1,0,6,0,0,13,8,3724,2360,12,4,3453,2701,20,8,0
0,0,1,0,6,1,8,13,-3724,-2360,4,12,-3453,-2701,8,20,1
1,0,0,2,1,1,14,3,1548,1517,11,9,4419,2675,16,14,1
0,1,1,1,2,0,3,14,-1548,-1517,9,11,-4419,-2675,14,16,0
1,0,0,0,3,0,6,7,-2506,-1646,3,10,-4047,-4299,6,16,0
0,1,1,3,0,1,7,6,2506,1646,10,3,4047,4299,16,6,1
1,1,1,4,2,0,1,4,503,-149,4,1,-2954,-2156,8,7,1
0,0,0,2,4,1,4,1,-503,149,1,4,2954,2156,7,8,0
1,1,0,2,4,1,5,2,1474,473,8,5,3242,1974,14,8,1
0,0,1,4,2,0,2,5,-1474,-473,5,8,-3242,-1974,8,14,0
1,0,0,5,1,1,10,4,589,53,3,2,2598,1244,4,4,1
0,1,1,1,5,0,4,10,-589,-53,2,3,-2598,-1244,4,4,0
1,1,1,3,3,1,9,2,2147,8,5,2,3707,846,6,3,1
0,0,0,3,3,0,2,9,-2147,-8,2,5,-3707,-846,3,6,0
1,0,0,5,1,1,3,3,857,231,0,0,468,-305,0,2,0
0,1,1,1,5,0,3,3,-857,-231,0,0,-468,305,2,0,1
1,1,0,5,1,1,4,2,1913,1233,2,0,3369,2771,5,3,1
0,0,1,1,5,0,2,4,-1913,-1233,0,2,-3369,-2771,3,5,0
1,1,1,3,3,0,2,3,-167,-1425,2,2,344,-315,3,2,0
0,0,0,3,3,1,3,2,167,1425,2,2,-344,315,2,3,1
1,0,1,4,2,1,3,3,-99,1464,3,3,552,2347,4,5,1
0,1,0,2,4,0,3,3,99,-1464,3,3,-552,-2347,5,4,0
1,1,1,5,1,1,2,5,907,-302,4,3,114,-1603,7,7,0
0,0,0,1,5,0,5,2,-907,302,3,4,-114,1603,7,7,1
1,0,0,4,2,0,5,3,-1039,-10,1,2,1403,2549,5,2,1
0,1,1,2,4,1,3,5,1039,10,2,1,-1403,-2549,2,5,0
1,1,0,5,0,1,3,6,-85,629,1,1,1538,1717,7,5,0
0,0,1,0,5,0,6,3,85,-629,1,1,-1538,-1717,5,7,1
1,1,0,6,0,0,9,8,485,-1111,2,1,1348,-1096,3,2,1
0,0,1,0,6,1,8,9,-485,1111,1,2,-1348,1096,2,3,0
1,1,0,4,2,0,4,4,1410,497,3,0,-544,-1305,3,4,1
0,0,1,2,4,1,4,4,-1410,-497,0,3,544,1305,4,3,0
1,0,1,3,3,1,6,5,-1121,-433,0,2,902,1473,4,2,1
0,1,0,3,3,0,5,6,1121,433,2,0,-902,-1473,2,4,0
1,0,0,3,3,0,3,3,-486,-36,1,3,-1610,-1081,1,3,1
0,1,1,3,3,1,3,3,486,36,3,1,1610,1081,3,1,0
1,0,0,6,0,1,3,3,617,864,0,0,1389,1021,2,4,1
0,1,1,0,6,0,3,3,-617,-864,0,0,-1389,-1021,4,2,0
1,1,0,1,2,0,3,2,1481,445,2,0,1783,1054,2,0,1
0,0,1,2,1,1,2,3,-1481,-445,0,2,-1783,-1054,0,2,0
1,1,1,4,2,0,3,4,492,665,1,0,-570,375,1,0,1
0,0,0,2,4,1,4,3,-492,-665,0,1,570,-375,0,1,0
1,0,1,0,6,0,3,3,-658,-302,0,1,-2901,-2202,1,5,0
0,1,0,6,0,1,3,3,658,302,1,0,2901,2202,5,1,1
1,0,0,3,3,0,3,4,358,637,1,1,-2038,-1167,1,2,0
0,1,1,3,3,1,4,3,-358,-637,1,1,2038,1167,2,1,1
1,1,1,1,5,0,1,4,-1281,-2214,1,2,-2082,-2480,4,6,0
0,0,0,5,1,1,4,1,1281,2214,2,1,2082,2480,6,4,1
1,1,1,3,3,0,5,4,-74,994,1,2,-877,316,2,5,0
0,0,0,3,3,1,4,5,74,-994,2,1,877,-316,5,2,1
1,0,1,5,1,1,10,3,703,1251,1,1,1751,1177,3,4,1
0,1,0,1,5,0,3,10,-703,-1251,1,1,-1751,-1177,4,3,0
1,0,0,3,3,1,10,6,-48,-236,1,3,1654,193,3,6,0
0,1,1,3,3,0,6,10,48,236,3,1,-1654,-193,6,3,1
1,0,1,5,1,1,7,4,641,1471,2,1,4159,4123,6,1,1
0,1,0,1,5,0,4,7,-641,-1471,1,2,-4159,-4123,1,6,0
1,1,1,4,2,0,2,1,1494,134,4,1,4273,2584,9,2,1
0,0,0,2,4,1,1,2,-1494,-134,1,4,-4273,-2584,2,9,0
1,0,1,0,6,0,2,15,-3137,-1426,2,2,-8620,-3258,4,7,0
0,1,0,6,0,1,15,2,3137,1426,2,2,8620,3258,7,4,1
1,1,0,6,0,1,12,0,971,257,5,4,10426,4985,14,4,1
0,0,1,0,6,0,0,12,-971,-257,4,5,-10426,-4985,4,14,0
1,1,0,4,2,1,4,4,-889,-1799,4,7,-968,-1565,4,10,1
0,0,1,2,4,0,4,4,889,1799,7,4,968,1565,10,4,0
1,0,1,0,6,0,4,10,-3150,-2432,3,8,-7771,-4005,4,12,0
0,1,0,6,0,1,10,4,3150,2432,8,3,7771,4005,12,4,1
1,1,0,6,0,0,7,5,2402,2198,4,2,1204,2079,9,7,1
0,0,1,0,6,1,5,7,-2402,-2198,2,4,-1204,-2079,7,9,0
1,0,1,3,3,0,3,7,-1687,-786,1,2,-2468,-1231,4,4,0
0,1,0,3,3,1,7,3,1687,786,2,1,2468,1231,4,4,1
1,0,0,5,1,1,7,3,-636,-1196,0,2,2963,-18,5,3,1
0,1,1,1,5,0,3,7,636,1196,2,0,-2963,18,3,5,0
1,0,0,0,3,0,5,9,-2617,-1073,2,5,-3627,-1621,8,11,0
0,1,1,3,0,1,9,5,2617,1073,5,2,3627,1621,11,8,1
1,1,0,6,0,1,2,2,-140,133,3,3,-202,-821,8,7,1
0,0,1,0,6,0,2,2,140,-133,3,3,202,821,7,8,0
1,1,0,3,3,1,6,1,3018,1988,5,1,8127,4923,11,2,1
0,0,1,3,3,0,1,6,-3018,-1988,1,5,-8127,-4923,2,11,0
1,1,0,6,0,0,0,3,831,1347,3,0,-1860,-1766,3,5,1
0,0,1,0,6,1,3,0,-831,-1347,0,3,1860,1766,5,3,0
1,0,0,6,0,1,7,3,-229,423,2,2,1105,-533,6,4,1
0,1,1,0,6,0,3,7,229,-423,2,2,-1105,533,4,6,0
1,0,0,3,3,1,6,3,-1108,-422,0,2,-980,-526,0,3,1
0,1,1,3,3,0,3,6,1108,422,2,0,980,526,3,0,0
1,0,1,0,6,0,2,9,-4030,-1785,2,8,-8324,-6677,7,20,0
0,1,0,6,0,1,9,2,4030,1785,8,2,8324,6677,20,7,1
1,1,0,6,0,1,9,8,1230,1555,8,5,-1335,-1892,12,16,0
0,0,1,0,6,0,8,9,-1230,-1555,5,8,1335,1892,16,12,1
1,0,0,6,0,1,8,3,-598,-450,2,5,742,-442,7,13,1
0,1,1,0,6,0,3,8,598,450,5,2,-742,442,13,7,0
1,1,1,0,6,1,6,2,1382,833,6,3,2712,681,8,5,1
0,0,0,6,0,0,2,6,-1382,-833,3,6,-2712,-681,5,8,0
1,0,1,0,6,0,5,7,-1337,-306,2,5,-4598,-2112,6,13,0
0,1,0,6,0,1,7,5,1337,306,5,2,4598,2112,13,6,1
1,1,0,5,1,1,5,3,1408,-1069,5,0,-239,-3369,7,6,0
0,0,1,1,5,0,3,5,-1408,1069,0,5,239,3369,6,7,1
1,0,0,6,0,1,11,3,2676,2064,5,3,6044,3084,10,6,1
0,1,1,0,6,0,3,11,-2676,-2064,3,5,-6044,-3084,6,10,0
1,0,0,1,5,0,2,7,-1895,-1512,2,5,-5962,-5566,2,11,0
0,1,1,5,1,1,7,2,1895,1512,5,2,5962,5566,11,2,1
1,0,1,2,4,0,3,4,-3181,-1255,2,9,-7635,-4529,3,16,0
0,1,0,4,2,1,4,3,3181,1255,9,2,7635,4529,16,3,1
1,0,0,0,6,0,4,5,-1203,-480,4,4,-2565,-1016,8,8,1
0,1,1,6,0,1,5,4,1203,480,4,4,2565,1016,8,8,0
1,0,0,5,1,1,4,3,-220,-408,1,3,4487,3383,9,5,1
0,1,1,1,5,0,3,4,220,408,3,1,-4487,-3383,5,9,0
1,0,0,1,3,0,1,12,-2637,-1405,2,4,-5779,-2221,4,8,0
0,1,1,3,1,1,12,1,2637,1405,4,2,5779,2221,8,4,1
1,1,1,4,2,1,2,1,2078,1709,3,0,6224,5083,11,1,1
0,0,0,2,4,0,1,2,-2078,-1709,0,3,-6224,-5083,1,11,0
1,0,1,0,6,0,6,2,-1242,266,0,3,33,1659,1,3,0
0,1,0,6,0,1,2,6,1242,-266,3,0,-33,-1659,3,1,1
1,1,0,6,0,1,4,4,1502,1524,2,2,2410,1038,7,7,0
0,0,1,0,6,0,4,4,-1502,-1524,2,2,-2410,-1038,7,7,1
1,0,1,3,3,0,0,13,-2400,-1471,3,6,-9487,-5951,5,18,0
0,1,0,3,3,1,13,0,2400,1471,6,3,9487,5951,18,5,1
1,1,1,6,0,1,10,1,4271,1735,7,2,10935,5385,16,3,1
0,0,0,0,6,0,1,10,-4271,-1735,2,7,-10935,-5385,3,16,0
1,0,1,1,5,1,7,4,-1075,-1046,1,3,2166,943,6,4,1
0,1,0,5,1,0,4,7,1075,1046,3,1,-2166,-943,4,6,0
1,1,1,3,3,1,5,4,-79,569,4,5,2018,1469,11,10,1
0,0,0,3,3,0,4,5,79,-569,5,4,-2018,-1469,10,11,0
1,1,0,6,0,0,2,3,-404,-1444,1,1,-4166,-4575,1,9,0
0,0,1,0,6,1,3,2,404,1444,1,1,4166,4575,9,1,1
1,0,0,3,3,1,3,2,-200,184,1,1,408,1061,4,3,1
0,1,1,3,3,0,2,3,200,-184,1,1,-408,-1061,3,4,0
1,0,1,0,5,0,2,9,-2387,-1091,5,7,-3897,-1762,7,9,0
0,1,0,5,0,1,9,2,2387,1091,7,5,3897,1762,9,7,1
1,1,1,1,1,1,6,3,1960,2150,2,0,5280,4388,12,3,1
0,0,0,1,1,0,3,6,-1960,-2150,0,2,-5280,-4388,3,12,0
1,1,0,5,1,0,6,5,653,971,5,3,-154,327,9,8,0
0,0,1,1,5,1,5,6,-653,-971,3,5,154,-327,8,9,1
1,0,0,4,2,0,4,7,-1339,-236,4,5,-5775,-4217,5,13,0
0,1,1,2,4,1,7,4,1339,236,5,4,5775,4217,13,5,1
1,1,1,6,0,1,10,0,1955,180,3,0,6606,2371,4,0,1
0,0,0,0,6,0,0,10,-1955,-180,0,3,-6606,-2371,0,4,0
1,1,0,6,0,1,8,3,2806,1592,9,6,4120,3432,14,9,1
0,0,1,0,6,0,3,8,-2806,-1592,6,9,-4120,-3432,9,14,0
1,1,0,3,3,1,4,4,807,378,3,1,454,131,5,3,0
0,0,1,3,3,0,4,4,-807,-378,1,3,-454,-131,3,5,1
1,1,0,0,6,0,4,9,1369,827,5,1,-737,-350,8,6,0
0,0,1,6,0,1,9,4,-1369,-827,1,5,737,350,6,8,1
1,1,0,5,1,0,1,4,-518,-711,1,2,1845,1594,6,2,1
0,0,1,1,5,1,4,1,518,711,2,1,-1845,-1594,2,6,0
1,1,0,6,0,1,15,1,7044,5377,11,0,14440,7698,15,0,1
0,0,0,0,6,0,1,15,-7044,-5377,0,11,-14440,-7698,0,15,0
1,1,1,0,6,0,5,7,-2825,-1218,3,9,-4586,-2267,8,16,0
0,0,0,6,0,1,7,5,2825,1218,9,3,4586,2267,16,8,1
1,0,0,2,4,0,1,8,-2876,-1688,1,6,-4482,-1943,2,6,0
0,1,1,4,2,1,8,1,2876,1688,6,1,4482,1943,6,2,1
1,1,1,4,2,1,3,3,-872,168,3,5,-1358,372,5,9,1
0,0,0,2,4,0,3,3,872,-168,5,3,1358,-372,9,5,0
1,1,0,6,0,1,3,2,763,-387,2,1,1012,-253,3,1,1
0,0,1,0,6,0,2,3,-763,387,1,2,-1012,253,1,3,0
1,0,1,3,3,1,3,2,104,471,5,3,-126,-1103,6,7,1
0,1,0,3,3,0,2,3,-104,-471,3,5,126,1103,7,6,0
1,0,0,3,3,0,4,3,-217,-570,3,3,73,668,7,4,1
0,1,1,3,3,1,3,4,217,570,3,3,-73,-668,4,7,0
1,0,1,3,3,1,7,3,2082,1794,2,1,3214,1838,6,6,1
0,1,0,3,3,0,3,7,-2082,-1794,1,2,-3214,-1838,6,6,0
1,0,0,3,3,0,2,4,-2042,-1710,0,1,-3120,-1773,3,5,0
0,1,1,3,3,1,4,2,2042,1710,1,0,3120,1773,5,3,1
1,0,0,1,5,0,0,6,-2813,-2169,1,5,-4027,-2760,3,8,0
0,1,1,5,1,1,6,0,2813,2169,5,1,4027,2760,8,3,1
1,1,1,6,0,1,8,4,-280,-1447,7,4,2647,-408,11,5,1
0,0,0,0,6,0,4,8,280,1447,4,7,-2647,408,5,11,0
1,0,0,6,0,1,10,6,611,1461,1,1,2174,2370,6,5,1
0,1,1,0,6,0,6,10,-611,-1461,1,1,-2174,-2370,5,6,0
1,1,0,2,2,1,8,7,-501,-1307,1,2,-2125,-3422,4,8,0
0,0,1,2,2,0,7,8,501,1307,2,1,2125,3422,8,4,1
1,0,1,1,5,1,4,4,-2238,-1393,4,9,-1377,-447,9,14,0
0,1,0,5,1,0,4,4,2238,1393,9,4,1377,447,14,9,1
1,1,0,6,0,1,9,2,2323,1706,4,2,3765,1850,6,3,1
0,0,1,0,6,0,2,9,-2323,-1706,2,4,-3765,-1850,3,6,0
1,1,1,0,2,1,3,1,793,-98,2,2,727,-959,4,3,0
0,0,0,2,0,0,1,3,-793,98,2,2,-727,959,3,4,1
1,1,0,6,0,1,5,4,1859,796,3,2,4205,2520,7,4,1
0,0,1,0,6,0,4,5,-1859,-796,2,3,-4205,-2520,4,7,0
1,0,1,2,4,0,1,6,-3141,-3027,1,4,-7003,-7779,2,6,0
0,1,0,4,2,1,6,1,3141,3027,4,1,7003,7779,6,2,1
1,1,1,5,1,1,10,0,2382,2593,7,5,8304,5812,13,6,1
0,0,0,1,5,0,0,10,-2382,-2593,5,7,-8304,-5812,6,13,0
1,1,0,4,2,1,5,5,596,709,4,4,4257,3158,12,9,1
0,0,1,2,4,0,5,5,-596,-709,4,4,-4257,-3158,9,12,0
1,1,0,6,0,0,7,6,926,506,7,6,852,1405,11,12,1
0,0,1,0,6,1,6,7,-926,-506,6,7,-852,-1405,12,11,0
1,1,0,1,4,0,6,6,-1688,-573,4,7,-813,-496,9,10,1
0,0,1,4,1,1,6,6,1688,573,7,4,813,496,10,9,0
1,0,0,3,3,0,0,5,-1370,-804,2,4,-4334,-2985,4,7,0
0,1,1,3,3,1,5,0,1370,804,4,2,4334,2985,7,4,1
1,1,0,0,6,1,4,1,628,696,3,1,1747,1088,6,3,1
0,0,1,6,0,0,1,4,-628,-696,1,3,-1747,-1088,3,6,0
1,1,0,4,2,1,4,2,850,-147,3,1,999,707,5,2,1
0,0,1,2,4,0,2,4,-850,147,1,3,-999,-707,2,5,0
1,0,1,6,0,0,5,10,-644,-761,2,3,-1620,-1165,2,4,0
0,1,0,0,6,1,10,5,644,761,3,2,1620,1165,4,2,1
1,1,0,5,1,1,7,3,1165,509,2,0,-364,-658,4,4,0
0,0,1,1,5,0,3,7,-1165,-509,0,2,364,658,4,4,1
1,0,0,3,3,1,6,3,-888,152,0,4,545,582,3,7,0
0,1,1,3,3,0,3,6,888,-152,4,0,-545,-582,7,3,1
1,0,0,6,0,0,1,6,-2046,-1598,2,6,-4568,-4146,2,8,0
0,1,1,0,6,1,6,1,2046,1598,6,2,4568,4146,8,2,1
1,1,0,6,0,1,11,9,2906,44,8,4,3021,658,12,6,0
0,0,1,0,6,0,9,11,-2906,-44,4,8,-3021,-658,6,12,1
1,0,1,4,2,0,8,12,767,2425,5,2,2626,4524,12,5,1
0,1,0,2,4,1,12,8,-767,-2425,2,5,-2626,-4524,5,12,0
1,1,0,3,2,1,8,1,2640,694,4,2,5865,2417,7,4,1
0,0,1,2,3,0,1,8,-2640,-694,2,4,-5865,-2417,4,7,0
1,1,1,3,3,1,4,2,2163,685,4,0,2915,718,7,3,1
0,0,0,3,3,0,2,4,-2163,-685,0,4,-2915,-718,3,7,0
1,1,1,0,6,0,4,4,378,-537,1,0,-592,-368,2,3,1
0,0,0,6,0,1,4,4,-378,537,0,1,592,368,3,2,0
1,0,0,0,3,0,0,9,-3313,-1827,3,9,-3008,-1052,7,11,0
0,1,1,3,0,1,9,0,3313,1827,9,3,3008,1052,11,7,1
1,1,0,6,0,0,1,5,-266,-625,2,1,-54,-887,6,3,1
0,0,1,0,6,1,5,1,266,625,1,2,54,887,3,6,0
1,1,0,3,3,0,1,5,104,618,1,1,-2379,-2244,1,5,0
0,0,1,3,3,1,5,1,-104,-618,1,1,2379,2244,5,1,1
1,0,0,6,0,1,8,6,-1713,-666,0,5,-753,-323,2,8,0
0,1,1,0,6,0,6,8,1713,666,5,0,753,323,8,2,1
1,0,0,5,1,1,13,4,851,473,4,5,284,-2114,6,12,0
0,1,1,1,5,0,4,13,-851,-473,5,4,-284,2114,12,6,1
1,1,0,6,0,1,7,1,1110,-90,1,1,1768,-2286,2,2,0
0,0,1,0,6,0,1,7,-1110,90,1,1,-1768,2286,2,2,1
1,1,0,6,0,1,12,3,2085,-254,4,1,10111,5492,15,1,1
0,0,1,0,6,0,3,12,-2085,254,1,4,-10111,-5492,1,15,0
1,0,0,3,3,0,5,10,-2405,-382,3,9,-5690,-4640,5,19,0
0,1,1,3,3,1,10,5,2405,382,9,3,5690,4640,19,5,1
1,0,0,6,0,0,5,2,-399,-666,1,3,943,741,3,3,0
0,1,1,0,6,1,2,5,399,666,3,1,-943,-741,3,3,1
1,0,1,2,4,0,3,9,-1248,-1045,1,3,-1708,168,7,7,1
0,1,0,4,2,1,9,3,1248,1045,3,1,1708,-168,7,7,0
1,1,1,5,1,1,5,4,74,-816,3,4,1455,-645,5,5,1
0,0,0,1,5,0,4,5,-74,816,4,3,-1455,645,5,5,0
1,0,0,3,0,1,6,0,273,920,6,5,2025,1314,13,11,1
