side,firstblood,firstdragon,void_grubs,opp_void_grubs,firsttower,turretplates,opp_turretplates,golddiffat10,xpdiffat10,killsat10,opp_killsat10,golddiffat15,xpdiffat15,killsat15,opp_killsat15,result
0,1,1,5,1,0,4,4,213,399,3,3,2025,1035,10,5,1
1,0,1,0,3,1,4,1,865,171,3,1,1587,1988,3,1,1
0,1,0,3,0,0,1,4,-865,-171,1,3,-1587,-1988,1,3,0
1,0,0,3,3,1,3,4,-361,-219,0,0,1944,2758,6,1,1
0,1,1,3,3,0,4,3,361,219,0,0,-1944,-2758,1,6,0
1,1,1,5,1,0,5,6,694,-577,5,5,-4533,-4505,6,16,0
0,0,0,1,5,1,6,5,-694,577,5,5,4533,4505,16,6,1
1,0,0,4,2,1,3,3,-419,235,2,2,-1227,-486,3,3,1
0,1,1,2,4,0,3,3,419,-235,2,2,1227,486,3,3,0
1,1,0,6,0,0,2,7,-518,-169,4,4,-1242,-1828,8,9,0
0,0,1,0,6,1,7,2,518,169,4,4,1242,1828,9,8,1
1,1,1,6,0,1,9,1,2902,531,5,2,5112,129,7,4,1
0,0,0,0,6,0,1,9,-2902,-531,2,5,-5112,-129,4,7,0
1,1,0,3,3,1,5,3,1662,104,3,2,1228,-203,4,4,0
0,0,1,3,3,0,3,5,-1662,-104,2,3,-1228,203,4,4,1
1,1,0,6,0,1,2,3,-336,-41,1,1,-1728,-1531,3,5,0
0,0,1,0,6,0,3,2,336,41,1,1,1728,1531,5,3,1
1,1,1,3,3,1,4,6,1452,1086,4,0,2503,1897,5,1,1
0,0,0,3,3,0,6,4,-1452,-1086,0,4,-2503,-1897,1,5,0
1,0,0,3,2,1,5,2,-436,-626,0,2,-9,-767,0,4,0
0,1,1,2,3,0,2,5,436,626,2,0,9,767,4,0,1
1,1,0,6,0,1,7,0,692,541,1,0,2318,885,4,1,1
0,0,1,0,6,0,0,7,-692,-541,0,1,-2318,-885,1,4,0
1,1,0,6,0,1,3,3,130,455,1,2,181,390,3,5,1
0,0,1,0,6,0,3,3,-130,-455,2,1,-181,-390,5,3,0
1,0,0,3,3,0,3,7,359,-84,2,1,629,1217,6,2,1
0,1,1,3,3,1,7,3,-359,84,1,2,-629,-1217,2,6,0
1,1,1,6,0,1,4,1,449,613,2,4,106,-850,4,5,1
0,0,0,0,6,0,1,4,-449,-613,4,2,-106,850,5,4,0
1,1,0,6,0,1,6,3,1483,858,1,0,856,-437,2,3,1
0,0,1,0,6,0,3,6,-1483,-858,0,1,-856,437,3,2,0
1,0,1,0,2,1,4,2,-1087,825,1,4,-83,106,4,6,1
0,1,0,2,0,0,2,4,1087,-825,4,1,83,-106,6,4,0
1,0,1,2,4,1,5,6,-4013,-1790,4,11,-3262,-1688,8,14,0
0,1,0,4,2,0,6,5,4013,1790,11,4,3262,1688,14,8,1
1,0,0,6,0,0,2,4,-143,-778,1,1,525,-688,2,1,1
0,1,1,0,6,1,4,2,143,778,1,1,-525,688,1,2,0
1,0,0,6,0,1,5,4,465,482,2,2,1061,862,3,5,0
0,1,1,0,6,0,4,5,-465,-482,2,2,-1061,-862,5,3,1
1,0,0,1,5,1,4,2,-1165,-1175,1,2,-2185,-1204,2,8,0
0,1,1,5,1,0,2,4,1165,1175,2,1,2185,1204,8,2,1
1,1,0,6,0,1,9,4,1008,251,4,2,1218,1038,8,3,1
0,0,1,0,6,0,4,9,-1008,-251,2,4,-1218,-1038,3,8,0
1,1,0,4,2,0,2,3,-221,-1009,1,2,-1255,-1536,3,5,0
0,0,1,2,4,1,3,2,221,1009,2,1,1255,1536,5,3,1
1,1,0,3,3,0,0,3,-2004,-1105,1,4,-1758,-227,2,5,1
0,0,1,3,3,1,3,0,2004,1105,4,1,1758,227,5,2,0
1,1,0,6,0,0,5,4,851,692,0,0,2503,1749,4,2,0
0,0,1,0,6,1,4,5,-851,-692,0,0,-2503,-1749,2,4,1
1,0,0,6,0,1,4,5,-185,-736,1,1,-111,-1066,3,2,0
0,1,1,0,6,0,5,4,185,736,1,1,111,1066,2,3,1
1,0,1,3,3,1,3,2,645,469,3,2,1615,1476,4,2,1
0,1,0,3,3,0,2,3,-645,-469,2,3,-1615,-1476,2,4,0
1,1,1,6,0,0,2,4,-960,1127,6,9,-2126,860,12,15,1
0,0,0,0,6,1,4,2,960,-1127,9,6,2126,-860,15,12,0
1,1,1,3,0,0,7,1,1941,1659,3,1,2205,2462,3,2,1
0,0,0,0,3,1,1,7,-1941,-1659,1,3,-2205,-2462,2,3,0
1,1,0,6,0,1,6,2,2912,221,5,1,3323,252,8,5,1
0,0,1,0,6,0,2,6,-2912,-221,1,5,-3323,-252,5,8,0
1,1,0,3,3,0,3,4,804,-98,2,1,-3414,-4278,2,7,0
0,0,1,3,3,1,4,3,-804,98,1,2,3414,4278,7,2,1
1,0,0,5,1,1,9,3,740,-33,8,8,2149,2140,11,9,0
0,1,1,1,5,0,3,9,-740,33,8,8,-2149,-2140,9,11,1
1,1,0,1,5,1,3,5,1006,-22,3,1,1725,491,3,1,0
0,0,1,5,1,0,5,3,-1006,22,1,3,-1725,-491,1,3,1
1,1,0,5,1,1,5,2,-1004,288,1,2,1021,877,3,4,0
0,0,1,1,5,0,2,5,1004,-288,2,1,-1021,-877,4,3,1
1,1,1,3,2,0,4,5,-182,661,2,4,-2961,-883,2,8,0
0,0,0,2,3,1,5,4,182,-661,4,2,2961,883,8,2,1
1,1,0,6,0,0,2,3,1459,964,1,0,886,976,2,1,0
0,0,1,0,6,1,3,2,-1459,-964,0,1,-886,-976,1,2,1
1,0,1,3,3,0,4,6,-2068,-768,3,5,-5021,-2933,5,13,0
0,1,0,3,3,1,6,4,2068,768,5,3,5021,2933,13,5,1
1,0,0,1,5,1,4,1,3,-502,2,3,2944,2219,6,4,1
0,1,1,5,1,0,1,4,-3,502,3,2,-2944,-2219,4,6,0
1,0,1,4,1,1,5,4,464,431,1,2,1360,177,2,4,0
0,1,0,1,4,0,4,5,-464,-431,2,1,-1360,-177,4,2,1
1,0,0,5,1,0,4,4,-2350,-1242,0,3,-3921,-1649,1,6,0
0,1,1,1,5,1,4,4,2350,1242,3,0,3921,1649,6,1,1
1,0,1,2,2,0,1,5,-2001,-397,0,2,-3929,-2236,2,7,0
0,1,0,2,2,1,5,1,2001,397,2,0,3929,2236,7,2,1
1,1,1,0,3,1,8,2,3985,679,5,1,5054,-626,7,1,1
0,0,0,3,0,0,2,8,-3985,-679,1,5,-5054,626,1,7,0
1,0,1,0,0,0,2,2,-2176,-896,2,6,-1691,-503,3,6,0
0,1,0,0,0,1,2,2,2176,896,6,2,1691,503,6,3,1
1,1,0,6,0,1,4,2,1965,146,4,1,2882,1036,6,1,1
0,0,1,0,6,0,2,4,-1965,-146,1,4,-2882,-1036,1,6,0
1,0,0,3,0,0,4,11,-1639,-1363,3,5,-6360,-5137,6,13,0
0,1,1,0,3,1,11,4,1639,1363,5,3,6360,5137,13,6,1
1,0,1,1,5,1,7,1,53,450,3,5,330,-224,5,7,0
0,1,0,5,1,0,1,7,-53,-450,5,3,-330,224,7,5,1
1,1,0,4,2,1,3,3,781,152,1,0,1756,453,6,4,0
0,0,1,2,4,0,3,3,-781,-152,0,1,-1756,-453,4,6,1
1,1,0,6,0,0,3,2,1118,1057,1,0,1943,1649,3,0,0
0,0,1,0,6,1,2,3,-1118,-1057,0,1,-1943,-1649,0,3,1
1,1,1,6,0,1,5,3,1879,1088,5,2,3998,2849,9,4,1
0,0,0,0,6,0,3,5,-1879,-1088,2,5,-3998,-2849,4,9,0
1,0,1,3,3,0,5,5,1119,879,3,1,1276,1679,5,1,1
0,1,0,3,3,1,5,5,-1119,-879,1,3,-1276,-1679,1,5,0
1,1,0,5,1,0,1,1,-386,-1061,2,3,86,-1270,5,5,0
0,0,1,1,5,1,1,1,386,1061,3,2,-86,1270,5,5,1
1,0,0,5,1,0,3,3,114,494,3,3,90,-726,4,4,1
0,1,1,1,5,1,3,3,-114,-494,3,3,-90,726,4,4,0
1,0,0,4,2,1,3,2,235,-35,3,2,2399,94,7,3,1
0,1,1,2,4,0,2,3,-235,35,2,3,-2399,-94,3,7,0
1,0,0,0,6,0,9,8,-2008,-208,1,6,-4847,-1195,3,15,0
0,1,1,6,0,1,8,9,2008,208,6,1,4847,1195,15,3,1
1,1,1,4,2,1,8,3,988,240,2,0,2841,902,3,0,1
0,0,0,2,4,0,3,8,-988,-240,0,2,-2841,-902,0,3,0
1,1,0,4,2,0,2,9,-817,-1110,2,2,-2154,-1828,5,5,0
0,0,1,2,4,1,9,2,817,1110,2,2,2154,1828,5,5,1
1,0,0,1,0,1,4,5,365,-192,5,5,-105,-861,5,7,1
0,1,1,0,1,0,5,4,-365,192,5,5,105,861,7,5,0
1,0,1,0,6,0,2,7,-2060,-932,2,4,-5522,-3048,2,9,0
0,1,0,6,0,1,7,2,2060,932,4,2,5522,3048,9,2,1
1,1,1,3,3,1,7,0,2953,2065,3,0,6229,4628,6,0,1
0,0,0,3,3,0,0,7,-2953,-2065,0,3,-6229,-4628,0,6,0
1,0,0,6,0,1,6,5,770,1637,0,0,1246,1290,0,0,0
0,1,1,0,6,0,5,6,-770,-1637,0,0,-1246,-1290,0,0,1
1,0,0,0,1,0,3,2,-1153,1328,2,3,-3228,-1413,2,6,0
0,1,1,1,0,1,2,3,1153,-1328,3,2,3228,1413,6,2,1
1,1,1,0,3,1,6,5,451,-748,7,5,577,-2110,9,7,1
0,0,0,3,0,0,5,6,-451,748,5,7,-577,2110,7,9,0
1,0,0,6,0,0,2,7,-3103,-1505,4,8,-5959,-5462,8,16,1
0,1,1,0,6,1,7,2,3103,1505,8,4,5959,5462,16,8,0
1,1,1,6,0,0,6,1,2757,1822,5,0,3550,2653,10,2,1
0,0,0,0,6,1,1,6,-2757,-1822,0,5,-3550,-2653,2,10,0
1,0,0,2,2,1,4,5,45,126,3,2,-631,-1225,4,2,0
0,1,1,2,2,0,5,4,-45,-126,2,3,631,1225,2,4,1
1,0,0,0,6,0,1,10,-3275,-1737,1,4,-6128,-3737,1,6,0
0,1,1,6,0,1,10,1,3275,1737,4,1,6128,3737,6,1,1
1,1,1,3,0,1,2,1,1792,1134,2,1,1113,1154,5,5,1
0,0,0,0,3,0,1,2,-1792,-1134,1,2,-1113,-1154,5,5,0
1,0,0,6,0,1,6,1,12,-501,3,3,1015,-449,6,5,0
0,1,1,0,6,0,1,6,-12,501,3,3,-1015,449,5,6,1
1,1,1,1,5,1,7,4,-298,204,2,2,-2738,-1522,3,10,0
0,0,0,5,1,0,4,7,298,-204,2,2,2738,1522,10,3,1
1,0,0,6,0,1,3,5,-1730,-1273,0,1,-332,-972,3,1,0
0,1,1,0,6,0,5,3,1730,1273,1,0,332,972,1,3,1
1,1,0,1,0,1,7,2,181,-751,6,6,2978,717,12,10,1
0,0,1,0,1,0,2,7,-181,751,6,6,-2978,-717,10,12,0
1,1,1,6,0,1,5,3,1374,501,8,3,876,-1982,12,7,0
0,0,0,0,6,0,3,5,-1374,-501,3,8,-876,1982,7,12,1
1,0,0,1,5,0,1,4,-1611,-596,1,2,-2981,-1408,1,3,0
0,1,1,5,1,1,4,1,1611,596,2,1,2981,1408,3,1,1
1,1,1,6,0,1,8,1,9,-965,2,4,347,-113,4,10,0
0,0,0,0,6,0,1,8,-9,965,4,2,-347,113,10,4,1
1,1,0,5,0,1,6,0,1724,842,4,2,6791,4277,12,4,1
0,0,1,0,5,0,0,6,-1724,-842,2,4,-6791,-4277,4,12,0
1,0,1,0,6,1,5,5,-991,700,2,4,-1288,203,3,7,0
0,1,0,6,0,0,5,5,991,-700,4,2,1288,-203,7,3,1
1,0,0,2,4,0,3,7,-2372,-2654,2,5,-3049,-3522,6,11,0
0,1,1,4,2,1,7,3,2372,2654,5,2,3049,3522,11,6,1
1,1,0,3,0,1,5,3,2514,519,4,0,5539,4344,7,0,1
0,0,1,0,3,0,3,5,-2514,-519,0,4,-5539,-4344,0,7,0
1,1,0,6,0,0,2,3,632,-141,1,1,-665,-1151,1,3,0
0,0,1,0,6,1,3,2,-632,141,1,1,665,1151,3,1,1
1,0,1,3,3,1,3,5,-388,406,2,2,-34,1870,3,2,1
0,1,0,3,3,0,5,3,388,-406,2,2,34,-1870,2,3,0
1,0,1,1,5,0,3,4,-1799,-1351,1,3,-3086,-2444,2,6,0
0,1,0,5,1,1,4,3,1799,1351,3,1,3086,2444,6,2,1
1,0,1,3,3,1,7,2,240,-494,1,1,1082,-838,6,6,0
0,1,0,3,3,0,2,7,-240,494,1,1,-1082,838,6,6,1
1,1,0,0,6,0,3,8,-1054,-723,1,2,-2120,-1562,4,4,1
0,0,1,6,0,1,8,3,1054,723,2,1,2120,1562,4,4,0
1,1,0,6,0,1,3,1,1847,686,4,2,1959,658,4,2,0
0,0,1,0,6,0,1,3,-1847,-686,2,4,-1959,-658,2,4,1
1,0,1,3,3,0,3,5,-1160,-818,0,1,-2558,-1762,2,5,1
0,1,0,3,3,1,5,3,1160,818,1,0,2558,1762,5,2,0
1,1,1,3,3,0,3,7,319,1003,1,2,-1561,51,1,4,0
0,0,0,3,3,1,7,3,-319,-1003,2,1,1561,-51,4,1,1
1,0,0,0,6,0,1,4,-1531,-540,1,3,-3875,-2501,1,5,0
0,1,1,6,0,1,4,1,1531,540,3,1,3875,2501,5,1,1
1,1,1,0,4,1,2,1,-826,-200,1,1,1541,2375,7,2,1
0,0,0,4,0,0,1,2,826,200,1,1,-1541,-2375,2,7,0
1,1,0,6,0,1,4,3,1135,1069,3,1,2921,3313,6,2,1
0,0,1,0,6,0,3,4,-1135,-1069,1,3,-2921,-3313,2,6,0
1,0,1,4,2,1,4,7,524,-227,3,1,439,-817,5,3,0
0,1,0,2,4,0,7,4,-524,227,1,3,-439,817,3,5,1
1,1,0,2,4,0,4,7,-2070,-1701,1,4,-1755,-505,5,6,0
0,0,1,4,2,1,7,4,2070,1701,4,1,1755,505,6,5,1
1,0,0,1,2,0,3,5,-691,143,0,2,-2362,-2226,0,4,0
0,1,1,2,1,1,5,3,691,-143,2,0,2362,2226,4,0,1
1,0,0,0,0,1,3,5,-806,-309,3,2,-1351,-632,5,5,0
0,1,1,0,0,0,5,3,806,309,2,3,1351,632,5,5,1
1,0,1,3,3,1,3,0,600,80,0,0,113,-1075,0,0,0
0,1,0,3,3,0,0,3,-600,-80,0,0,-113,1075,0,0,1
1,0,1,1,2,1,2,1,-1445,-552,0,3,-3568,-2457,1,9,0
0,1,0,2,1,0,1,2,1445,552,3,0,3568,2457,9,1,1
1,0,0,3,3,0,0,6,-1831,-1185,0,3,-3412,-2174,2,5,0
0,1,1,3,3,1,6,0,1831,1185,3,0,3412,2174,5,2,1
1,0,1,0,6,1,6,4,-1461,-15,1,4,754,1837,3,4,1
0,1,0,6,0,0,4,6,1461,15,4,1,-754,-1837,4,3,0
1,0,1,3,3,1,9,6,-1450,-136,2,7,-2064,-1014,3,8,0
0,1,0,3,3,0,6,9,1450,136,7,2,2064,1014,8,3,1
1,1,1,5,1,1,1,5,-404,-588,1,1,-1700,-2253,1,2,0
0,0,0,1,5,0,5,1,404,588,1,1,1700,2253,2,1,1
1,1,1,5,1,1,12,4,1566,891,3,1,4920,1627,7,2,1
0,0,0,1,5,0,4,12,-1566,-891,1,3,-4920,-1627,2,7,0
1,0,0,1,5,0,1,4,-708,316,4,5,-262,432,5,5,0
0,1,1,5,1,1,4,1,708,-316,5,4,262,-432,5,5,1
1,0,0,2,1,0,5,1,-376,-138,0,1,-235,-602,2,5,1
0,1,1,1,2,1,1,5,376,138,1,0,235,602,5,2,0
1,1,0,5,0,1,4,2,1031,947,1,0,1216,-188,1,2,0
0,0,1,0,5,0,2,4,-1031,-947,0,1,-1216,188,2,1,1
1,1,0,3,3,0,1,7,502,584,2,0,1527,2346,5,0,1
0,0,1,3,3,1,7,1,-502,-584,0,2,-1527,-2346,0,5,0
1,0,1,0,1,0,2,4,620,267,4,2,-402,1285,6,4,1
0,1,0,1,0,1,4,2,-620,-267,2,4,402,-1285,4,6,0
1,1,1,2,4,1,6,5,-178,-1065,2,1,-1285,-1207,2,4,0
0,0,0,4,2,0,5,6,178,1065,1,2,1285,1207,4,2,1
1,0,0,1,0,0,4,6,139,-269,4,3,-577,-1075,8,8,1
0,1,1,0,1,1,6,4,-139,269,3,4,577,1075,8,8,0
1,1,1,0,6,1,4,1,1317,321,2,1,1081,-52,4,3,1
0,0,0,6,0,0,1,4,-1317,-321,1,2,-1081,52,3,4,0
1,0,1,0,3,0,1,2,-1184,-87,0,2,-2482,-990,1,5,0
0,1,0,3,0,1,2,1,1184,87,2,0,2482,990,5,1,1
1,1,0,6,0,0,4,5,1581,-359,5,2,1914,-866,7,5,1
0,0,1,0,6,1,5,4,-1581,359,2,5,-1914,866,5,7,0
1,0,0,6,0,0,3,6,606,742,0,0,-2818,-266,0,3,0
0,1,1,0,6,1,6,3,-606,-742,0,0,2818,266,3,0,1
1,1,0,4,2,1,4,0,332,432,1,1,2250,1073,3,1,1
0,0,1,2,4,0,0,4,-332,-432,1,1,-2250,-1073,1,3,0
1,0,0,3,3,1,8,7,-177,-161,1,3,1101,882,3,5,1
0,1,1,3,3,0,7,8,177,161,3,1,-1101,-882,5,3,0
1,0,0,2,1,0,2,1,-615,772,0,2,-133,790,1,2,0
0,1,1,1,2,1,1,2,615,-772,2,0,133,-790,2,1,1
1,0,0,6,0,0,1,6,-2412,-988,1,4,-4714,-3207,3,7,0
0,1,1,0,6,1,6,1,2412,988,4,1,4714,3207,7,3,1
1,0,0,3,3,0,1,6,-945,15,0,1,-2563,-956,0,1,0
0,1,1,3,3,1,6,1,945,-15,1,0,2563,956,1,0,1
1,1,1,3,3,1,7,3,2732,391,6,1,4120,2179,10,4,1
0,0,0,3,3,0,3,7,-2732,-391,1,6,-4120,-2179,4,10,0
1,0,1,6,0,1,4,3,-67,1811,1,2,1311,2287,7,5,1
0,1,0,0,6,0,3,4,67,-1811,2,1,-1311,-2287,5,7,0
1,0,0,6,0,1,7,1,183,493,2,2,320,-966,2,5,1
0,1,1,0,6,0,1,7,-183,-493,2,2,-320,966,5,2,0
1,1,0,6,0,1,7,1,416,769,1,0,2449,1440,3,0,1
0,0,1,0,6,0,1,7,-416,-769,0,1,-2449,-1440,0,3,0
1,0,0,6,0,1,6,1,2276,1371,2,1,3135,1397,2,1,1
0,1,1,0,6,0,1,6,-2276,-1371,1,2,-3135,-1397,1,2,0
1,1,1,2,1,1,4,4,-937,-1027,1,2,1514,1186,5,3,1
0,0,0,1,2,0,4,4,937,1027,2,1,-1514,-1186,3,5,0
1,1,1,2,4,1,5,3,303,825,3,3,975,753,5,3,1
0,0,0,4,2,0,3,5,-303,-825,3,3,-975,-753,3,5,0
1,0,0,1,1,0,0,4,-1404,-197,0,3,-1563,-296,0,3,1
0,1,1,1,1,1,4,0,1404,197,3,0,1563,296,3,0,0
1,0,0,5,1,1,3,2,943,1354,1,1,1700,1207,3,1,1
0,1,1,1,5,0,2,3,-943,-1354,1,1,-1700,-1207,1,3,0
1,1,1,5,0,1,11,2,4805,2571,6,0,8893,4294,16,4,1
0,0,0,0,5,0,2,11,-4805,-2571,0,6,-8893,-4294,4,16,0
1,1,0,3,0,0,5,3,1857,342,1,0,1926,-182,1,0,1
0,0,1,0,3,1,3,5,-1857,-342,0,1,-1926,182,0,1,0
1,1,0,1,2,0,3,10,-1389,-1125,5,5,-6735,-5318,8,14,0
0,0,1,2,1,1,10,3,1389,1125,5,5,6735,5318,14,8,1
1,1,1,3,3,0,6,6,-768,866,1,2,-1265,418,4,6,1
0,0,0,3,3,1,6,6,768,-866,2,1,1265,-418,6,4,0
1,1,0,6,0,1,3,3,791,-3,1,0,1267,436,4,3,1
0,0,1,0,6,0,3,3,-791,3,0,1,-1267,-436,3,4,0
1,0,0,3,3,1,0,2,-438,364,0,1,-1564,-733,1,3,0
0,1,1,3,3,0,2,0,438,-364,1,0,1564,733,3,1,1
1,0,0,2,4,1,8,4,-776,678,0,2,1835,3125,2,2,1
0,1,1,4,2,0,4,8,776,-678,2,0,-1835,-3125,2,2,0
1,0,0,2,2,0,2,4,-697,-292,0,1,-2234,-1961,1,4,1
0,1,1,2,2,1,4,2,697,292,1,0,2234,1961,4,1,0
1,0,0,4,2,1,2,2,67,115,2,1,2056,990,9,4,1
0,1,1,2,4,0,2,2,-67,-115,1,2,-2056,-990,4,9,0
1,0,0,3,1,0,0,4,-559,-129,0,1,-1507,-1371,2,4,0
0,1,1,1,3,1,4,0,559,129,1,0,1507,1371,4,2,1
1,1,1,0,6,1,3,3,1680,892,3,0,2049,1191,5,2,1
0,0,0,6,0,0,3,3,-1680,-892,0,3,-2049,-1191,2,5,0
1,1,1,0,3,1,3,1,1668,1390,4,1,2181,1925,5,1,1
0,0,0,3,0,0,1,3,-1668,-1390,1,4,-2181,-1925,1,5,0
1,0,1,4,2,1,8,3,-1,-157,0,0,-980,-125,0,3,0
0,1,0,2,4,0,3,8,1,157,0,0,980,125,3,0,1
1,0,0,2,2,1,4,5,-1268,-538,1,3,-3105,-2212,3,8,0
0,1,1,2,2,0,5,4,1268,538,3,1,3105,2212,8,3,1
1,0,0,0,1,1,2,5,-2126,-1719,1,3,-4404,-2937,1,6,0
0,1,1,1,0,0,5,2,2126,1719,3,1,4404,2937,6,1,1
1,1,0,5,1,0,1,5,748,-166,2,1,-796,-1979,3,2,0
0,0,1,1,5,1,5,1,-748,166,1,2,796,1979,2,3,1
1,1,1,0,3,0,4,3,-38,261,2,0,142,1608,5,1,1
0,0,0,3,0,1,3,4,38,-261,0,2,-142,-1608,1,5,0
1,1,1,2,3,0,3,4,643,-453,3,1,-739,-1714,4,5,0
0,0,0,3,2,1,4,3,-643,453,1,3,739,1714,5,4,1
1,0,0,6,0,1,2,2,1452,1176,0,0,1699,587,1,1,1
0,1,1,0,6,0,2,2,-1452,-1176,0,0,-1699,-587,1,1,0
1,0,0,5,1,0,4,5,-837,-19,2,2,-1,547,4,3,1
0,1,1,1,5,1,5,4,837,19,2,2,1,-547,3,4,0
1,0,0,0,6,0,0,3,-564,-128,2,2,-966,-157,2,3,0
0,1,1,6,0,1,3,0,564,128,2,2,966,157,3,2,1
1,1,1,5,1,0,4,3,841,165,3,0,2182,2103,7,1,1
0,0,0,1,5,1,3,4,-841,-165,0,3,-2182,-2103,1,7,0
1,1,0,3,3,1,6,0,970,1099,3,2,5030,4151,7,3,1
0,0,1,3,3,0,0,6,-970,-1099,2,3,-5030,-4151,3,7,0
1,1,1,0,6,0,3,4,769,-242,1,0,1303,296,6,2,1
0,0,0,6,0,1,4,3,-769,242,0,1,-1303,-296,2,6,0
1,0,0,0,3,0,4,6,-203,-1879,4,4,-814,-2281,8,7,0
0,1,1,3,0,1,6,4,203,1879,4,4,814,2281,7,8,1
1,0,0,6,0,1,8,2,2164,2431,4,2,1415,2409,7,7,1
0,1,1,0,6,0,2,8,-2164,-2431,2,4,-1415,-2409,7,7,0
1,0,0,6,0,0,2,4,-1258,-178,0,3,-3154,-1016,0,4,0
0,1,1,0,6,1,4,2,1258,178,3,0,3154,1016,4,0,1
1,0,1,0,3,0,0,6,-1590,-808,0,1,-3616,-3655,3,5,0
0,1,0,3,0,1,6,0,1590,808,1,0,3616,3655,5,3,1
1,0,0,6,0,1,3,2,-1652,-841,1,6,-1956,-1837,2,9,0
0,1,1,0,6,0,2,3,1652,841,6,1,1956,1837,9,2,1
1,1,1,0,6,0,5,3,895,502,4,2,1965,2124,6,2,1
0,0,0,6,0,1,3,5,-895,-502,2,4,-1965,-2124,2,6,0
1,1,1,2,1,1,5,6,631,84,2,2,2261,2145,6,4,1
0,0,0,1,2,0,6,5,-631,-84,2,2,-2261,-2145,4,6,0
1,1,0,6,0,0,1,3,459,239,1,0,-2582,-3030,2,5,0
0,0,1,0,6,1,3,1,-459,-239,0,1,2582,3030,5,2,1
1,1,0,3,0,0,3,1,1078,-9,1,0,320,-576,1,0,0
0,0,1,0,3,1,1,3,-1078,9,0,1,-320,576,0,1,1
1,1,1,4,2,1,10,0,3273,1365,5,1,9113,6054,15,1,1
0,0,0,2,4,0,0,10,-3273,-1365,1,5,-9113,-6054,1,15,0
1,0,0,0,1,0,4,5,-1269,-822,4,6,-3571,-1571,6,11,0
0,1,1,1,0,1,5,4,1269,822,6,4,3571,1571,11,6,1
1,0,1,4,2,0,2,6,-581,646,0,3,-2068,-1623,4,7,0
0,1,0,2,4,1,6,2,581,-646,3,0,2068,1623,7,4,1
1,1,1,0,6,0,2,3,-593,225,0,0,1587,1458,4,1,0
0,0,0,6,0,1,3,2,593,-225,0,0,-1587,-1458,1,4,1
1,1,1,4,2,1,12,4,3148,1179,3,1,7913,2989,10,1,1
0,0,0,2,4,0,4,12,-3148,-1179,1,3,-7913,-2989,1,10,0
1,0,1,0,4,1,7,3,171,-238,2,2,1489,1231,6,2,1
0,1,0,4,0,0,3,7,-171,238,2,2,-1489,-1231,2,6,0
1,0,1,2,0,0,2,6,-1596,-1435,0,1,-4141,-2557,2,6,1
0,1,0,0,2,1,6,2,1596,1435,1,0,4141,2557,6,2,0
1,0,0,1,5,1,4,3,-348,1096,2,4,443,1573,5,7,0
0,1,1,5,1,0,3,4,348,-1096,4,2,-443,-1573,7,5,1
1,0,1,1,5,0,0,8,-3623,-2700,1,2,-4797,-3359,2,3,1
0,1,0,5,1,1,8,0,3623,2700,2,1,4797,3359,3,2,0
1,0,0,4,2,0,3,4,-412,-1066,0,1,-2770,-3404,0,2,0
0,1,1,2,4,1,4,3,412,1066,1,0,2770,3404,2,0,1
1,0,1,4,2,0,3,3,-1152,-8,0,2,-3272,-2407,0,6,1
0,1,0,2,4,1,3,3,1152,8,2,0,3272,2407,6,0,0
1,1,0,1,0,1,4,1,339,910,2,1,1711,1965,4,1,1
0,0,1,0,1,0,1,4,-339,-910,1,2,-1711,-1965,1,4,0
1,1,0,0,6,0,3,8,-109,-699,3,3,-1120,-1008,9,8,0
0,0,1,6,0,1,8,3,109,699,3,3,1120,1008,8,9,1
1,1,1,5,1,1,7,3,3231,2444,5,1,4504,2538,8,2,1
0,0,0,1,5,0,3,7,-3231,-2444,1,5,-4504,-2538,2,8,0
1,1,0,6,0,1,11,3,2946,1325,4,0,7522,4725,12,4,1
0,0,1,0,6,0,3,11,-2946,-1325,0,4,-7522,-4725,4,12,0
1,0,0,1,5,0,0,4,-2017,-1633,2,5,-3117,-2597,4,9,0
0,1,1,5,1,1,4,0,2017,1633,5,2,3117,2597,9,4,1
1,1,0,2,0,0,5,5,1327,751,2,1,-2527,-3252,4,8,0
0,0,0,0,2,1,5,5,-1327,-751,1,2,2527,3252,8,4,1
1,1,1,0,3,1,4,4,491,810,6,3,1643,685,10,6,1
0,0,0,3,0,0,4,4,-491,-810,3,6,-1643,-685,6,10,0
1,1,1,3,3,1,4,2,357,503,1,0,1506,1910,2,0,1
0,0,0,3,3,0,2,4,-357,-503,0,1,-1506,-1910,0,2,0
1,0,1,2,3,1,4,3,-747,35,0,1,681,2280,3,1,1
0,1,0,3,2,0,3,4,747,-35,1,0,-681,-2280,1,3,0
1,0,0,3,1,1,4,1,-163,366,1,2,2538,3306,6,3,0
0,1,1,1,3,0,1,4,163,-366,2,1,-2538,-3306,3,6,1
1,0,1,0,6,1,7,1,508,828,3,3,3845,3189,6,3,1
0,1,0,6,0,0,1,7,-508,-828,3,3,-3845,-3189,3,6,0
1,0,0,5,0,0,2,3,-883,-653,0,2,-1554,-2660,3,5,0
0,1,1,0,5,1,3,2,883,653,2,0,1554,2660,5,3,1
1,0,1,6,0,1,9,1,533,-305,1,1,5218,2971,6,1,1
0,1,0,0,6,0,1,9,-533,305,1,1,-5218,-2971,1,6,0
1,0,0,2,0,0,1,8,-382,-21,0,1,-152,-667,4,4,1
